product_id,product_name,aisle_id,department_id,unit_cost,unit_price
10934,Caffeine Free Sleepytime Peach Herbal Tea,94,7,12.6,14
10935,Clean & Gentle SLS-Free Peppermint Fluoride Toothpaste,20,11,19.8,22
10936,Polenta Bread,112,3,45,50
10937,"Extra Virgin Olive Oil, 100% Organic",19,13,16.2,18
10938,Flour Grande Tortillas,128,3,15.3,17
10939,Chunky Baked Potato with Cheddar & Bacon Bits Soup,69,15,15.3,17
10940,"Thin & Crispy Garden Vegetable (Tomatoes, Red & Yellow Peppers, Zucchini, and Red Onion) Pizza",79,1,32.4,36
10941,Chocolate Chunk Brownie,61,19,9,10
10942,Infant Formula A.R. For Spit-Up Milk-Based with Iron Infant Formula Powder,92,18,20.7,23
10943,Mix-Ups Xtra Cheezy Mix Flavored Snack Mix,23,19,33.3,37
10944,Organic Russian Banana Fingerling Potato,24,4,43.2,48
10945,Lemongrass Stir In Paste,16,4,44.1,49
10946,Body Scrub Coconut Butter,127,11,26.1,29
10947,No Sugar Added Tapioca Pudding,71,16,31.5,35
10948,Organic Brown Rice Flour Gluten Free,100,21,16.2,18
10949,Blackberry Apple Sauce,50,19,45,50
10950,Bran Flakes Whole Grain Wheat Cereal,121,14,38.7,43
10951,The Prisoner Blend,28,5,33.3,37
10952,Sun Dried Tomato & Garlic Organic Vinaigrette,89,13,28.8,32
10953,"Pepper, Black, Fine Ground",104,13,19.8,22
10954,Smoked Bratwurst,106,12,10.8,12
10955,Tilapia,39,12,11.7,13
10956,Tomato Sauce Roasted Garlic Flavor,81,15,30.6,34
10957,Fridge Pack Cola,77,7,44.1,49
10958,Go  White Chia! Organic Seeds,117,19,44.1,49
10959,10 Year Aged Limited Release Frontier Whiskey,124,5,17.1,19
10960,Nutritional Yeast Seasoning,104,13,41.4,46
10961,Five Cheese Tortellini,12,9,44.1,49
10962,Extra Strength Energy Shot,64,7,40.5,45
10963,Fresh Start Volumizing Dry Shampoo,22,11,25.2,28
10964,Fast-Rise Active Dry Yeast,17,13,21.6,24
10965,Cinnamon & Maple Flapjack On The Go,130,14,24.3,27
10966,Lemon Rose Water,115,7,22.5,25
10967,Unscented Baby Wipes,56,18,41.4,46
10968,Nonfat Yogurt Organic Vanilla,120,16,14.4,16
10969,Bolt Organic Berry Blast Organic Energy Chews,3,19,13.5,15
10970,Chocolate Chip Cookie Mix,105,13,10.8,12
10971,Graduates Apple Cinnamon Breakfast Buddies,92,18,40.5,45
10972,Chicken and Seafood Flavor treat,41,8,18,20
10973,100% Real Potatoes,4,9,5.4,6
10974,Gluten Free Rice & Shine Hot Cereal,130,14,39.6,44
10975,Soft Baked Sanibel Snickerdoodle Cookies,61,19,18,20
10976,Skinny Gut Organic Fruit & Acacia Fiber Dietary Supplement Powder,70,11,33.3,37
10977,Free & Gentle Pods Laundry Detergent,75,17,17.1,19
10978,Organic Tomato Puree,81,15,26.1,29
10979,Sheer Blonde Highlight Activating Conditioner,22,11,31.5,35
10980,Navy Beans,59,15,13.5,15
10981,Cloud White Decorating Cupcake Icing,97,13,7.2,8
10982,Organic Nectarine & Plum Conserve,123,4,34.2,38
10983,Organic Lightly Salted Butter,36,16,36.9,41
10984,Cherry Honey Soothing Relief Drops,11,11,33.3,37
10985,Premium Twin Pack Rock Cornish Game Hen,49,12,5.4,6
10986,Golden Acorn Squash,100,21,21.6,24
10987,Snack Bites,45,19,18.9,21
10988,Half & Half Iced Tea Lemonade Stix,90,7,35.1,39
10989,Garbage Disposal Freshener & Cleaner Red Pear with Magnolia,114,17,45,50
10990,Rich & Hearty Creamy Roasted Chicken Wild Rice Soup,69,15,30.6,34
10991,Exotic Harvest Sea Salt Vegetable Chips,107,19,36.9,41
10992,Ultimate Flora Critical Care 50 Billion,70,11,15.3,17
10993,Naturally Nutritious Organic Savory Herb Stuffing,105,13,24.3,27
10994,"Earplugs, Soft Foam",87,17,25.2,28
10995,Baked Beans with Tomato Sauce,59,15,43.2,48
10996,Permanent Hair Color Gel 4N Chestnut,22,11,37.8,42
10997,"Cold + Flu, Multi-Symptom, Day & Night, Maximum Strength, Caplets",11,11,23.4,26
10998,Yellow Corn Organic Tortillas,128,3,11.7,13
10999,Organic Lemon Thyme,16,4,33.3,37
11000,"Soup, Creamy, Portobello Mushroom",69,15,33.3,37
11001,British Style Bangers,106,12,18.9,21
11002,Organic Red Chard,83,4,15.3,17
11003,Original Recipe Scones Mix,130,14,9,10
11004,Whole Chicken Fryer,35,12,9.9,11
11005,Organic Cream Cheese Bar,108,16,19.8,22
11006,Carrots & Potatoes,107,19,19.8,22
11007,Chocolate Calming Supplement,47,11,32.4,36
11008,Clean Linen Jar Candle,101,17,23.4,26
11009,Apple Apple Applesauce On The Go Pouches,99,15,39.6,44
11010,Organic Root Beer,77,7,25.2,28
11011,"Jam, Pure, Boysenberry, Seedless",88,13,42.3,47
11012,Allergy Relief Vicks QlearQuil Sinus & Congestion Day or Night Relief,11,11,14.4,16
11013,"Natural Ultramix Chicken, Vegetable & Brown Rice Stew Adult Dog Food",40,8,36.9,41
11014,Cool Ranch Tortilla Chips,107,19,31.5,35
11015,Hot Links,106,12,35.1,39
11016,Eleuthero Siberian Ginseng Liquid Herbal Extract,47,11,5.4,6
11017,Frosted Confetti Cupcake Pastries,48,14,32.4,36
11018,Pure Aloe Vera Gel,98,7,17.1,19
11019,Fresh Salsa Hot,67,20,24.3,27
11020,Oatcakes,78,19,11.7,13
11021,Plenti Greek Coconut Low Fat Yogurt,120,16,43.2,48
11022,Mini Peppers,123,4,36,40
11023,Wildflower Honey,29,13,28.8,32
11024,Organic Lemon Pie Coco Roons,61,19,44.1,49
11025,Mighty Pacs,75,17,42.3,47
11026,Mixed Fruit Flavor Multi Symptom Relief Cold and Flu Gummies,100,21,33.3,37
11027,Cocentrated Homestyle Chicken Stock,69,15,22.5,25
11028,Lavender Epsom Salt,89,13,14.4,16
11029,Sea Salt And Vinegar Potato Chips,107,19,30.6,34
11030,Cayenne Cleanse Probiotic Tea,31,7,9.9,11
11031,iChef Casserole Pans with Lids (10 7/16 in x 8 in x 1 3/4 in),10,17,10.8,12
11032,Mexican Style White Corn Chips No Salt,107,19,32.4,36
11033,Uncured Sliced Pastrami,96,20,23.4,26
11034,5 Peppermint Cobalt Cooling Sugar-Free Gum,46,19,31.5,35
11035,Sugar Free Strawberry-Banana Low Calorie Gelatin Dessert Mix,105,13,37.8,42
11036,Ground Turmeric Root,104,13,8.1,9
11037,Rioja Reserva,28,5,35.1,39
11038,Chicken Tenderloins,34,1,43.2,48
11039,European Style with Sea Salt Butter,36,16,4.5,5
11040,Fudge Cremes Sandwich Cookies,61,19,25.2,28
11041,Borax 30C Homeopathic Pellets,47,11,30.6,34
11042,Fish Fry Seafood Breading Mix,5,13,27,30
11043,Scented Oil Refill Virgin Islands,101,17,22.5,25
11044,Potato & Green Pea Curry,76,6,11.7,13
11045,Venus Olay Shave Gel,55,11,15.3,17
11046,Humboldt Fog,2,16,14.4,16
11047,Traditional Manhattan Clam Chowder Soup,69,15,25.2,28
11048,Garlic Herb Almond Cheese,21,16,12.6,14
11049,Organic Tibetan Goji Berries,117,19,14.4,16
11050,Greener Masking Tape,100,21,24.3,27
11051,Everyone Aromatherapy Essential Oil Diffuser,133,11,29.7,33
11052,Double Stuf Cookie Packs,61,19,10.8,12
11053,Country Style French Fries Seasoned Potatoes With Skins,129,1,27.9,31
11054,Young Turkey,35,12,10.8,12
11055,Whey to Go Whey Protein Powder Natural Chocolate,65,11,31.5,35
11056,Schloss,2,16,8.1,9
11057,Cod Liver Oil Lemon Flavor,47,11,18,20
11058,Carrot Rainbow Baby Peeled,123,4,27.9,31
11059,Rotelli,131,9,41.4,46
11060,Organic 100% Durum Semolina Linguine,131,9,43.2,48
11061,Garlic & Herb Jack Sliced Cheese,100,21,9.9,11
11062,Twists Strawberry King Size Candy,45,19,26.1,29
11063,Clover Org Greek Plain,120,16,5.4,6
11064,Cucumber Salad,1,20,33.3,37
11065,Simply 100 Crunch Vanilla Coconut Macaron Yogurt Vanilla Non-Fat Greek Yogurt,100,21,35.1,39
11066,Bubble Bath Extra Gentle,102,18,28.8,32
11067,100% Whole Wheat Hot Dog Buns,43,3,36.9,41
11068,Medium Cheddar Cheese Block,21,16,8.1,9
11069,Organic Kale Pesto Hummus,67,20,9,10
43881,Cheese Slices,21,16,26.1,29
11070,Organic Go Take A Hike Mix,125,19,7.2,8
11071,MATZO BALL MIX,33,6,25.2,28
11072,Traditionally Crafted Soba Pasta,66,6,23.4,26
11073,Diet Orange Diet CSD,77,7,5.4,6
11074,Free and Gentle Unscented Liquid Laundry Detergent,75,17,9,10
11075,Dishwasher Detergent ActionPacs Fresh Scent,74,17,5.4,6
11076,Banana Nut Bread Energy Bar,3,19,36,40
11077,Buttermilk Ranch Dressing & Dip,89,13,13.5,15
11078,Macaroni Elbows,131,9,44.1,49
11079,1500 Pale Ale,27,5,41.4,46
11080,Crustless Chicken Pot Pie,38,1,34.2,38
11081,Sweet Sliced Apples,123,4,31.5,35
11082,Simtra Triple IPA,27,5,29.7,33
11083,Scented Multi Cat Litter With Scoop,41,8,7.2,8
11084,Large Biodynamic Eggs,100,21,39.6,44
11085,Orange Carrot Pineapple Apple Lime Vegetable & Fruit Juice Blend,31,7,23.4,26
11086,Light Italian Dry Salame Slices,96,20,12.6,14
11087,Organic Unsweetened Black Tea,94,7,22.5,25
11088,Spicy Ginger Teriyaki Yummy Marinade & Simmer Sauce,66,6,42.3,47
11089,Opadipity Greek Yogurt Creamy Ranch Dip,51,13,44.1,49
11090,Organic Fat Free Cottage Cheese,21,16,21.6,24
11091,BBQ Recipe Chicken Pretzel Bread Frozen Sandwiches,38,1,27,30
11092,Blue Goodness 100% Fruit Juice Smoothie + Boosts,31,7,16.2,18
11093,Gluten Free Cheese Bites,78,19,32.4,36
11094,Frozen Custard and Fruit Ice Flavors: Vanilla Custard,100,21,32.4,36
11095,"Crispbread, Wholegrain, Light Rye",78,19,29.7,33
11096,Mediterranean Salt Mill,104,13,18.9,21
11097,Chipotle Pepprs in Adobo Sauce,30,6,27.9,31
11098,Organic Sencha Green Tea,66,6,24.3,27
11099,Indulgent Cherry & Dark Chocolate Whole Milk Greek Yogurt,120,16,36.9,41
11100,Potato Chips Unsalted,107,19,36.9,41
11101,Healthy Radiance with Real Salmon,40,8,26.1,29
11102,Fold & Close Sandwich Bags,85,17,10.8,12
11103,Natural Club Soda,77,7,18.9,21
11104,Giovanni Avocado & Olive Oil Ultra-Moist Shampoo,22,11,30.6,34
11105,Frozen Banana Cream Pie,119,1,31.5,35
11106,Conditioning Permanent Hair Color 120 M Natural Medium Brown 4N,22,11,24.3,27
11107,Organic Rice Ramen Millet & Brown,66,6,27.9,31
11108,Nestle Coffeemate French Vanilla Flavored Instant Coffee,26,7,32.4,36
11109,Organic 4% Milk Fat Whole Milk Cottage Cheese,108,16,18.9,21
11110,Dark Chocolate Mocha Almond Fruit & Nut Bars,3,19,28.8,32
11111,"Mouthwash, Whitening Plus, Cool Mint",20,11,35.1,39
11112,Beef Ribeye,7,12,40.5,45
11113,9 Grain Bread,112,3,13.5,15
11114,Whole Poppy Seed,104,13,14.4,16
11115,Reishi Chocolate Coconut Milk Elixir,31,7,28.8,32
11116,Organic Panama Extra Dark Chocolate,105,13,18.9,21
11117,Texas Garden Flowers,87,17,36,40
11118,Instant Rice White,4,9,17.1,19
11119,D3 2000 IU - 125 CT,47,11,43.2,48
11120,Blueberry Burst Nut Bar,3,19,35.1,39
11121,Original Whipped Topping,119,1,25.2,28
11122,Nature Fusion Smoothing Shampoo with Avocado Oil,22,11,15.3,17
11123,Vitamin Water Zero Squeezed Lemonade,64,7,30.6,34
11124,Turkey/Chicken/Chicken Liver Healthy Kitten Cat Food,41,8,26.1,29
11125,Horseradish Root,83,4,38.7,43
11126,Organic Tomato On The Vine,24,4,20.7,23
11127,Extra Strength Feminine Deodorant Spray,126,11,14.4,16
11128,Pure Breeze Super Odor Killer Gel Air Freshener,101,17,27,30
11129,Banana Bread Mix,105,13,41.4,46
11130,Single Serve Crispy Wheat Crackers,78,19,38.7,43
11131,Hot Taco Lawry's Spices & Seasonings,5,13,6.3,7
11132,Organic Promise Berry Fruitful Cereal,121,14,18.9,21
11133,"Cat Food, Premium Feast Dinner",41,8,22.5,25
11134,Lemon & Pepper Seasoning Salt,104,13,36,40
11135,Organic Sliced Mushrooms,81,15,44.1,49
11136,Organic Low Sodium Chicken Cooking Stock,69,15,5.4,6
11137,Swiss Cheese Deli Slices,21,16,38.7,43
11138,Organic Kids Apple Juice Pouches,98,7,20.7,23
11139,Double Zipper Pint Size Freezer Bags,85,17,9.9,11
11140,Organic Romaine Leaf,123,4,17.1,19
11141,Anti‑Perspirant Deodorant Caring Coconut,100,21,39.6,44
11142,Simply Clean & Fresh HE Liquid Laundry Detergent Refreshing Breeze Scent,75,17,31.5,35
11143,Defense Up Cold Pressed Fruit Smoothie,31,7,14.4,16
11144,Holiday Blend Ground Coffee,26,7,36,40
11145,Unbleached White Fine Pastry Flour,17,13,41.4,46
11146,Family Size Comfort Bakes Vermont White Cheddar Mac & Cheese,38,1,27.9,31
11147,Peanut Butter Low Sodium,88,13,42.3,47
11148,Sparkling Cranberry Juice,77,7,39.6,44
11149,Candy Bar,45,19,6.3,7
11150,Non-Drowsy Grape Flavor Liquid Cold & Cough,11,11,6.3,7
11151,Whole Beans Medium Dark Espresso Coffee,26,7,9.9,11
11152,Eggplant Large,83,4,21.6,24
11153,Chocolate Hempmilk,91,16,39.6,44
11154,Corn Pops Cereal,121,14,36,40
11155,Oikos Fat Free Black Cherry Greek Yogurt,120,16,18,20
11156,Beef Corn Dogs - 12 CT,34,1,23.4,26
11157,Chipotle Gouda Cheese,21,16,27,30
11158,Grands! with Cream Cheese Icing Cinnamon Rolls,105,13,27.9,31
11159,Organic Dark Chocolate Almond Nutrition Bar,3,19,43.2,48
11160,Cat Food Purrfect Delights Chicken Dulgence Entree Pate in Gravy,41,8,16.2,18
11161,Beeswax Lip Balm,73,11,27,30
11162,Bac-Out Stain + Odor Remover Live Enzyme Cultures & Lime Extract,75,17,32.4,36
11163,Spicy Chik'n Veggie Patties,42,1,7.2,8
11164,Blanc De Noirs,62,5,11.7,13
11165,Tuscan Kale,83,4,23.4,26
11166,Volcano Shrimp Cheese & Jalapeno Stuffed,34,1,32.4,36
11167,Banana Cinnamon & Cream Bar,37,1,29.7,33
11168,Cheese Pizza Toaster Pops,38,1,45,50
11169,Raw Local Wildflower Honey,29,13,43.2,48
11170,Sweetened Multi-Grain Cereal,121,14,30.6,34
11171,White Chocolate Mocha Coffee Creamer,53,16,36.9,41
11172,Diet Mixed Berry Green Tea,94,7,30.6,34
11173,Barnum's Animals Crackers,61,19,32.4,36
11174,Peach Yogurt Melts,92,18,31.5,35
11175,Game Day Barbecue Trail Mix,125,19,6.3,7
11176,Gluten Free Fish Sticks,34,1,36.9,41
11177,"Organic Pumpkin, Ginger & Rice Noodles",66,6,34.2,38
11178,Spring Fling,100,21,12.6,14
11179,Blueberry Fruit & Grain Cereal Bars,48,14,26.1,29
11180,Zesty Guacamole Dip,67,20,19.8,22
11181,"Milk Chocolate, Premium Organic, 34% Cocoa",45,19,44.1,49
11182,Baby Spinach,123,4,18.9,21
11183,Gluten Free Wheat Free Chocolate Cake Mix,105,13,41.4,46
11184,Matcha Green Tea Cream Covered Biscuit Sticks,61,19,33.3,37
11185,Large Croissants,93,3,36,40
11186,Rich & Hearty Lentil & Andouille Sausage Soup,69,15,20.7,23
11187,Revel Berry Yerba Mate,94,7,25.2,28
11188,Grade A Sour Cream,30,6,14.4,16
11189,Hydrating Face Mask,109,11,13.5,15
11190,Hardwood Floor Cleaner,114,17,7.2,8
11191,Spicy Taco Picante Burritos,38,1,31.5,35
11192,Deep Cleansing Pore Nose Strips,73,11,42.3,47
11193,Ancient Grain Blueberry Hemp Granola,57,14,18.9,21
11194,Mandarin Orange Sparkling Seltzer Water,115,7,33.3,37
11195,Unsweet Strawberry Kiwi Sparkling Water,115,7,36,40
11196,Potato Chips Salt 'n Vinegar Flavored Family Size,107,19,11.7,13
11197,"Protein+ Bar, Crunchy Carob Chip, Gluten Free, Wrapper",3,19,18.9,21
11198,Seasoning Paprika,104,13,35.1,39
11199,Organic California Sushi Rice,63,9,14.4,16
11200,Garlic Parmesan Breaded Boneless Skinless Chicken Breasts,34,1,37.8,42
11201,Mint Chocolate Chip Grand Ice Cream,37,1,25.2,28
11202,Seaweed Snack Pack Teriyaki Cello,107,19,10.8,12
11203,"Cottage Doubles Peach, 2% Milkfat Lowfat Cottage Cheese & Peach Topping",108,16,12.6,14
11204,Pull Up's Boy's Nighttime Training Pants Size 2T 3T Jumbo Pack,100,21,35.1,39
11205,Wasabi Powdered Horseradish,66,6,5.4,6
11206,Tilapia Select Loins,34,1,17.1,19
11207,French Mini Madeleines Sponge Cakes,61,19,10.8,12
11208,Cookie Dough Nutrition Bars,48,14,10.8,12
11209,Original Pineapple Low Fat Yogurt,120,16,5.4,6
11210,Extra Large Grade A Eggs,86,16,44.1,49
11211,Sour Patch Kids Ice Pops,37,1,24.3,27
11212,Apple Blueberry Fruit Yogurt Smoothie,92,18,5.4,6
11213,Twin Cherries Gummi Candy,50,19,40.5,45
11214,Piparras Spanish Basque Peppers Jar,110,13,25.2,28
11215,Santitas White Corn Tortilla Chips,107,19,19.8,22
11216,Alpha Brain Capsules,47,11,31.5,35
11217,Plus Sparkling Original Cold Effervescent Tablets 20 Ct,11,11,36,40
11218,Whole Oregano,6,2,28.8,32
11219,Soft White 53 Watts Halogen Bulbs,87,17,15.3,17
11220,Sodium Free Granulated Chicken Bouillon,69,15,28.8,32
11221,Rotini Pasta With Three Cheese Sauce,4,9,13.5,15
11222,"Black Bean, Organic, Spaghetti Shape",131,9,45,50
11223,Mild Major Grey Chutney,76,6,21.6,24
11224,Organic Cashew Nondairy Blueberry Yogurt,100,21,12.6,14
11225,Renu Multi-Purpose Solution,44,11,13.5,15
11226,Original Chik'n Made with Non-GMO Soy Vegan Soy Protein Nuggets,42,1,19.8,22
11227,Organic Canola Oil Cooking Spray,19,13,16.2,18
11228,2 In 1 Body Wash And Shampoos,22,11,45,50
11229,Spinach Veggie Dip,67,20,33.3,37
11230,Cashew & Ginger Spice Fruit & Nut Bar,3,19,25.2,28
11231,Chicken Sesame Bbq Bar,45,19,4.5,5
11232,Sugar Free Mandarin Energy Drink,64,7,9.9,11
11233,100% Whole Wheat Pre-Sliced Sandwich Thins,43,3,39.6,44
11234,Crystal Flakes Sea Salt,104,13,32.4,36
11235,Nice & Easy Root Touch-Up 5G Medium Golden Brown,22,11,27,30
11236,Gluten Free Vegan Cheddar Mac And Cheese,4,9,41.4,46
11237,Original Vanilla Premium Ice Cream,37,1,30.6,34
11238,Freeze Dried Chives,16,4,4.5,5
11239,Hot & Spicy Veggie Sausage Patties,52,1,27.9,31
11240,Premium Sesame Bagels,58,1,40.5,45
11241,Quinoa Burgers Spicy Italian - 4 CT,42,1,40.5,45
11242,for Men Underwear Maximum Absorbency S/M,6,2,27.9,31
11243,"Pappardelle Nests, No. 83",131,9,32.4,36
11244,Mandarin Oranges Whole Segments In Light Syrup,99,15,34.2,38
11245,Olives in Brine Olive Medley,110,13,18.9,21
11246,Special K Strawberry Pastry Crisps,100,21,23.4,26
11247,Shortbread Cookies,61,19,28.8,32
11248,Low Sugar Concord Grape Jelly,88,13,33.3,37
11249,Nacho Cheese & Bean Snacks,129,1,17.1,19
11250,Organic Hot Salsa,51,13,24.3,27
11251,Greek Yogurt 0% Fat Pineapple,120,16,16.2,18
11252,Cantina Roasted Garlic Salsa Dip,51,13,14.4,16
11253,Snack Mix Bold Party Blend Value Size,125,19,4.5,5
11254,Drink Distinct All Natural Soda Pineapple Coconut & Nutmeg,100,21,18.9,21
11255,Butter Popped Corn Chips,107,19,25.2,28
11256,Original Magic Eraser,114,17,18,20
11257,Seasoned Squid Salad,13,20,9,10
11258,Dino Buddies Chicken Breast Nuggets,129,1,12.6,14
11259,2% Low-fat Cottage Cheese,108,16,4.5,5
11260,Organic Pinot Noir,28,5,34.2,38
11261,Pure 100% Natural Canola Oil,19,13,34.2,38
11262,Extra Thick Whole Grain Rolled Oats,130,14,6.3,7
11263,Pomegranate Pick Me Up Protein Smoothies,100,21,14.4,16
11264,Crackerfuls Four Cheese Filled Crackers,78,19,35.1,39
11265,100% Natural Diced Tomatoes,81,15,9.9,11
11266,Dried Mangos,117,19,12.6,14
11267,Suddenly Pasta Salad Creamy Italian,4,9,15.3,17
11268,Kick Ass Get Over It!,47,11,28.8,32
11269,"Cinnamon, True, Sticks, Organic",104,13,36,40
11270,Dried Apples,117,19,16.2,18
11271,Crème Moisture Moisturizing Body Wash,127,11,33.3,37
11272,Split Chicken Breasts,49,12,4.5,5
11273,Fruitables Fruits & Vegetables Strawberry Lemonade Juice Beverage,98,7,23.4,26
11274,Kohlrabi,83,4,26.1,29
11275,New England Cranberry Relish,72,13,44.1,49
11276,Organic Diced with Garlic & Onion Tomatoes,81,15,13.5,15
11277,Traditional Yerba Mate Tea Bags,94,7,17.1,19
11278,Original Stone Ground Mustard,72,13,31.5,35
11279,9 Grain & Seed Bread,112,3,43.2,48
11280,Softening Mango Body Wash,25,11,43.2,48
11281,Double Stuf Oreo Sandwich Cookies,61,19,23.4,26
11282,Indulgent Coconut Milk Body Wash,127,11,32.4,36
11283,Caffeine Free Mandarin Orange Spice Herbal Tea Bags,94,7,43.2,48
11284,Takis Extreme Hot Chili Pepper & Lime Tortilla Chips,107,19,18.9,21
11285,Light & Fit Peach Non-Fat Yogurt,120,16,38.7,43
11286,Organic Uncured Beef Hot Dog,100,21,21.6,24
11287,Sml Crd Cot Chese 16 Oz,108,16,9,10
11288,Organic Indian Curry Baked Sproutofu,91,16,29.7,33
11289,Flour Tortilla Rolled Tacos Vegan Chipotle Style,38,1,18,20
11290,Sea Salt & Vinegar Olive Oil Potato Chips,107,19,19.8,22
11291,Original Clean Deodorant,80,11,36.9,41
11292,The Original Irish Creme Liquer,124,5,29.7,33
11293,Crush Red Blend,28,5,5.4,6
11294,Triple Action Relief Eye Drops,44,11,20.7,23
11295,Four Pepper Goat Cheese,2,16,13.5,15
11296,Spinaci Pizza,52,1,36,40
11297,Pure All Natural Canola Oil,19,13,25.2,28
11298,Vitaminwater Refresh Tropical Mango,115,7,7.2,8
11299,Natural Blueberry Flavor Probiotic Acidophilus,70,11,16.2,18
11300,100% Pure Concord Grape Juice,98,7,19.8,22
11301,Free Range Organic Chicken Broth,69,15,8.1,9
11302,"Juice Beverage, Black Currant",31,7,41.4,46
11303,Herbal Popcorn,23,19,18,20
11304,Ground Black Silk Dark Coffee,26,7,37.8,42
11305,Calendula Cream,102,18,8.1,9
11306,Mild  Switzerland Le Gruyere Cheese,2,16,18.9,21
11307,Goat Cheese Logs,2,16,35.1,39
11308,Murphy Oil Soap Liquid Wood Cleaner,114,17,22.5,25
11309,Fancy Sliced Bamboo Shoots,66,6,24.3,27
11310,Chana Masala Roti Paratha,76,6,28.8,32
11311,Applesauce On The Go Apple Mango Pouches,99,15,25.2,28
11312,"Anti-Perspirant Deodorant, Clear Gel, Cool Wave",80,11,9.9,11
11313,Salsa Con Queso Dip,51,13,26.1,29
11314,Chicken Vindaloo with Basmati Rice,38,1,20.7,23
11315,Dry Roasted Salted Cashews,117,19,36,40
11316,Essence Sea Loofah Bar Soap,25,11,18,20
11317,Original Super Soy Protein Tropical Flavored Shake,64,7,8.1,9
11318,Aged Rum,124,5,11.7,13
11319,Sugar Free Mountain Menthol Flavor,11,11,9,10
11320,Straight Up Sweet Iced Tea,90,7,15.3,17
11321,Boston Recipe Baked Beans,59,15,13.5,15
11322,Caffeine Free Jammin' Lemon Ginger Herbal Tea,94,7,40.5,45
11323,Medium Roast Extra Bold K-Cup Packs Coffee,26,7,36,40
11324,Fiber Supplement Powder,70,11,41.4,46
11325,Organic Hemp Plus Granola,68,10,39.6,44
11326,Whole Habanero Chile,30,6,10.8,12
11327,Deep Woods Insect Repellent,87,17,37.8,42
11328,White Gold Popcorn,23,19,15.3,17
11329,Ultra Oxy Power Degreaser Dish Liquid,100,21,25.2,28
11330,Cashew Date Mochi,78,19,25.2,28
11331,Deluxe Mixed Nuts,117,19,35.1,39
11332,Ultimate Clear Anti-Blemish Pads,73,11,20.7,23
11333,Flexible Hold Volume Hairspray,22,11,41.4,46
11334,Mighty Pacs Laundry Detergent,75,17,36,40
11335,Orange Mango Sparkling Water Beverage,98,7,7.2,8
11336,Toilet Wand Refils,114,17,9,10
11337,Raw Reserve Greens & Protein Vanilla Spice Powder,65,11,45,50
11338,Organic Apple Wild Blueberry Baby Food,92,18,27,30
11339,F/C Turkey Patties,122,12,34.2,38
11340,Easter Mixed Fruit Snacks,100,21,40.5,45
11341,Oregon Marionberry Yogurt,37,1,21.6,24
11342,Oats Ancient Grain Blend with Mixed Berry Low-Fat Greek Yogurt,120,16,4.5,5
11343,Dual 2 in 1 Shampoo + Conditioner,22,11,29.7,33
11344,Facial Tissue Family Size,54,17,40.5,45
11345,Irish Whiskey Ireland,124,5,8.1,9
11346,"Candy Coated Chocolate, S'mores",100,21,43.2,48
11347,Men's Ultra Sensitive with Colloidal Oatmeal Shave Gel,55,11,36.9,41
11348,Cocktail Sauce,72,13,7.2,8
11349,Ultra Blue Sparkle Liquid Fabric Softener,75,17,28.8,32
11350,Just Organic Strawberries,50,19,19.8,22
11351,Tasty Chicken Flavor Cat Treat,41,8,12.6,14
11352,Organic Mini Sandwich Crackers Peanut Butter,78,19,35.1,39
11353,Chicken-Style Seitan,66,6,37.8,42
11354,Spinach Florentine Ravioli,12,9,18.9,21
11355,Organic Cup of Calm Tea,94,7,14.4,16
11356,Organic Finely Shredded Sharp Cheddar Cheese,100,21,36,40
11357,Marinated Roasted Peppers,81,15,13.5,15
11358,"Spinach, Cut",116,1,9.9,11
11359,Sensational Strawberry Cheese Danish,61,19,31.5,35
11360,Go Creamy Red Pepper with Smoked Gouda Soup,69,15,12.6,14
11361,Pure Almond Unsweetened Original Almond Milk,91,16,22.5,25
11362,Whips! Raspberry Mousse Lowfat Yogurt Mousse,120,16,33.3,37
11363,Protein & Greens Berry Flavor Protein Powder,65,11,44.1,49
11364,Sweet Potato Pie Chewy Fruit and Vegetable Snack,50,19,36.9,41
11365,Leaf Spinach,32,4,35.1,39
11366,Cheese & Garlic Croutons Restaurant Style,89,13,29.7,33
11367,Chocolate Soy Milk,91,16,31.5,35
11368,Dark Chocolate Mint Nutrition Bar,3,19,27.9,31
11369,Berry Blue Gelatin,105,13,6.3,7
11370,Multipack Star Wars,78,19,7.2,8
11371,Splits\ Extra Dark Pretzels,107,19,27.9,31
11372,2 Cup,10,17,7.2,8
11373,Conditioning Cream Gel Curly Curl Sculpt,22,11,27.9,31
11374,Icelandic Style Cream-Skyr 4% Milkfat Strained Whole-Milk Yogurt Mango,100,21,11.7,13
11375,Bbq Ranch Chopped Salad Kit,123,4,4.5,5
11376,Kettle Cooked  Jalapeño Cheddar Potato Chips,107,19,41.4,46
11377,"Jalapeno Peppers, Hot, Marinated, Sliced",81,15,20.7,23
11378,Multi surface Stain & Odor Eliminator for pets fragrance free,40,8,9.9,11
11379,Mango Spears,123,4,25.2,28
11380,Family Size Peanut Butter Cracker Sandwiches,78,19,19.8,22
11381,"Broccoli, Carrots, Cauliflower, & Cheese Sauce",116,1,25.2,28
11382,Classic Trall Mix,125,19,45,50
11383,Original Soda Crackers,78,19,28.8,32
11384,Naturally Brewed Soy Sauce,66,6,18.9,21
11385,All Natural Raspberry Licorice,45,19,13.5,15
11386,Thins Light & Tasty Snack Crackers Italian Herb,107,19,8.1,9
